Customer	Cust#	CustGrp	TradeIco	CivMil	Po#	Item#	Description	ItemType	Pl	SubPl	PlannerCode	Order#	Line#	Schd#	Order Date	SchDate	ReqDate	PromDate	CommitDate	PickSlip#	ShipDate	ShipQty	ExtPrice	ExtCost	Margin	Trx#	Trxdate	TrxYr	TrxQtr	TrxMo	TrxWk	Mrkt	QuoteOrRma	WAYBILL_NUM	MegMo	days	ot	LINE_ID	LINE_TYPE_CODE	ShipVia	DocumentNumber
LOCKHEED MARTIN_DE	1440	LOCKHEED	TRADE	MILITARY	4101814241	1501147-11	RUDDER PEDAL ASSY. (JSF-F35)	FG	CTL	06X	PLNR06	264742	2	0	03/02/2015	11/20/2015	11/27/2015	12/04/2015	11/24/2015	392991	09/25/2015	1	$31,589.00	$27,092.88	$4,496.12	60255929	09/25/2015	2015	3	09	39	OEM	AGREEMENT	613757440731	09	63	ONTIME	541603	REGULAR	FEDEX Ground	264742-392991
LOCKHEED MARTIN_DE	1440	LOCKHEED	TRADE	MILITARY	4101814241	1501147-11	RUDDER PEDAL ASSY. (JSF-F35)	FG	CTL	06X	PLNR06	264742	2	0	03/02/2015	11/20/2015	11/27/2015	12/04/2015	11/24/2015	393063	09/25/2015	1	$31,589.00	$27,092.88	$4,496.12	60255929	09/25/2015	2015	3	09	39	OEM	AGREEMENT	613757440812	09	63	ONTIME	541603	REGULAR	FEDEX Express3	264742-393063
LOCKHEED MARTIN_DE	1440	LOCKHEED	TRADE	MILITARY	4101814241	1501147-11	RUDDER PEDAL ASSY. (JSF-F35)	FG	CTL	06X	PLNR06	264742	3	0	03/02/2015	12/23/2015	12/30/2015	01/08/2016	12/18/2015	393065	09/25/2015	1	$31,589.00	$27,092.88	$4,496.12	60255929	09/25/2015	2015	3	09	39	OEM	AGREEMENT	613757440823	09	96	ONTIME	541604	REGULAR	FEDEX Express3	264742-393065
AIRBUS DEFENCE AND SPACE GMBH	1379	CASA	TRADE	CIVIL	E8710407L	33700028-1	FIREX 224-2 (7882)	FG	FIR	01F	PLNR01	264743	1	0	03/02/2015	05/22/2015	05/29/2015	06/05/2015	05/29/2015	386016	05/29/2015	2	$3,293.66	$3,623.82	-$330.16	60251896	05/29/2015	2015	2	05	22	OEM	LTA	fedex	05	0	ONTIME	541607	REGULAR	FEDEX Intl Priority	264743-386016
AIRBUS DEFENCE AND SPACE GMBH	1379	CASA	TRADE	CIVIL	E 8710627 L	31800004-6	FIREX 950 CU IN, DUAL OUT W TCPS	FG	FIR	01F	PLNR01	264744	1	0	03/02/2015	06/12/2015	06/12/2015	06/26/2015	04/27/2015	385997	05/29/2015	1	$8,162.79	$8,011.33	$151.46	60251937	05/29/2015	2015	2	05	22	OEM	LTA	FEDEX	05	14	ONTIME	541608	REGULAR	FEDEX Intl Priority	264744-385997
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101613	1107307-05	SHAFT ASSEMBLY	SA	COM	05C	PLNR07	264745	3	0	03/02/2015	03/23/2015	03/30/2015	04/02/2015	03/30/2015	382173	03/30/2015	1	$92.71	$36.73	$55.98	60249526	03/30/2015	2015	2	04	14	SPA		SW 380926	04	0	ONTIME	541609	REGULAR	FEDEX Std Overnight	264745-382173
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101613	1107307-05	SHAFT ASSEMBLY	SA	COM	05C	PLNR07	264745	4	0	03/02/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	383022	04/08/2015	1	$92.71	$36.73	$55.98	60249826	04/08/2015	2015	2	04	15	SPA		S/W 383010	04	1	ONTIME	541610	REGULAR	FEDEX Std Overnight	264745-383022
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101613	1117495-15	ADJUSTER ASSY, INLINE SLIDEBAR	SPARES	COM	05C	PLNR07	264745	5	0	03/02/2015	03/23/2015	03/30/2015	04/02/2015	03/30/2015	381280	03/06/2015	4	$127.48	$51.20	$76.28	60248648	03/06/2015	2015	1	03	10	SPA		SW 381259	03	24	ONTIME	541611	REGULAR	FEDEX Std Overnight	264745-381280
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101613	0107347-01	FRAME ASSY	BF	COM	05C	PLNR07	264745	11	0	03/02/2015	03/27/2015	04/03/2015	04/08/2015	04/03/2015	382174	03/31/2015	8	$542.40	$215.73	$326.67	60249551	03/31/2015	2015	2	04	14	SPA		SW 382063	04	3	ONTIME	541612	REGULAR	FEDEX Std Overnight	264745-382174
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	52300060-1	CODE 74 RUPTURE DISC ASSY	SA	FIR	01X	PLNR03	264746	1	0	03/02/2015	04/01/2015	04/08/2015	04/13/2015	04/08/2015	382407	03/26/2015	1	$47.69	$19.14	$28.55	60249368	03/26/2015	2015	1	03	13	SPA		sw 382485	03	13	ONTIME	541614	REGULAR	FEDEX Std Overnight	264746-382407
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	19915909-3	GAUGE	FG	FIR	01G	PLNR02	264746	7	0	03/02/2015	05/26/2015	06/02/2015	06/05/2015	06/02/2015	384662	05/14/2015	10	$10,947.30	$3,236.10	$7,711.20	60251315	05/14/2015	2015	2	05	20	SPA		sw 385119	05	19	ONTIME	541615	REGULAR	FEDEX Std Overnight	264746-384662
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	19915909-3	GAUGE	FG	FIR	01G	PLNR02	264746	8	0	03/02/2015	06/23/2015	06/30/2015	07/06/2015	06/30/2015	386438	06/05/2015	10	$10,947.30	$3,236.10	$7,711.20	60252161	06/05/2015	2015	2	06	23	SPA		SW 386196	06	25	ONTIME	541616	REGULAR	FEDEX Std Overnight	264746-386438
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	53101188-1	O-RING  (Parker)	P	PRV	02P	PLNR04	264747	2	0	03/02/2015	03/24/2015	03/31/2015	04/03/2015	03/31/2015	381310	03/24/2015	100	$135.00	$100.00	$35.00	60249235	03/24/2015	2015	1	03	13	SPA		S/W 382011	03	7	ONTIME	541617	REGULAR	FEDEX Std Overnight	264747-381310
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	51300325-3	REFURBISH KIT FOR MASTER CONTROL VALVE	FG	PRV	02P	PLNR04	264747	6	0	03/02/2015	04/24/2015	05/01/2015	05/06/2015	05/01/2015	384152	04/30/2015	3	$10,220.10	$2,223.86	$7,996.24	60250735	04/30/2015	2015	2	04	18	SPA		SW 382733	04	1	ONTIME	541618	REGULAR	FEDEX Std Overnight	264747-384152
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	MS28782-1	(VM) BACK-UP RING PACKING.	P	PRV	02P	PLNR04	264747	9	0	03/02/2015	03/18/2015	03/25/2015	03/30/2015	03/25/2015	381359	03/06/2015	100	$234.00	$14.88	$219.12	60248659	03/06/2015	2015	1	03	10	SPA		SW 381259	03	19	ONTIME	541619	REGULAR	FEDEX Std Overnight	264747-381359
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101613	MS28782-1	(VM) BACK-UP RING PACKING.	P	PRV	02P	PLNR04	264747	10	0	03/02/2015	04/08/2015	04/22/2015	04/23/2015	04/15/2015	383812	04/22/2015	100	$234.00	$14.88	$219.12	60250367	04/22/2015	2015	2	04	17	SPA		sw 383695	04	0	ONTIME	541620	REGULAR	FEDEX Std Overnight	264747-383812
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101614	0108297-3	REEL ASSY  (-3 IS A DIRECT REPLACEMENT FOR -11)	SA	COM	05C	PLNR07	264748	1	0	03/02/2015	04/09/2015	04/16/2015	04/21/2015	04/16/2015	383135	04/10/2015	12	$3,775.68	$1,462.47	$2,313.21	60249904	04/10/2015	2015	2	04	15	SPA		CUSTOMER P/U	04	6	ONTIME	541621	REGULAR	Customer Pickup	264748-383135
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101614	1101587-01	PAD ASSY (BLACK)KB	SA	COM	05C	PLNR07	264748	5	0	03/02/2015	05/26/2015	06/02/2015	06/05/2015	06/02/2015	385047	06/01/2015	6	$1,483.26	$109.69	$1,373.57	60251955	06/01/2015	2015	2	06	23	SPA		CUSTOMER PICKUP	06	1	ONTIME	541622	REGULAR	Customer Pickup	264748-385047
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101614	2100002-100-001	RESTRAINT,CONNECTOR SIDE	PH	COM	05C	PLNR07	264748	6	0	03/02/2015	05/14/2015	05/21/2015	05/27/2015	05/21/2015	385189	05/15/2015	18	$6,711.48	$2,249.57	$4,461.91	60251328	05/15/2015	2015	2	05	20	SPA		CUSTOMER P/U	05	6	ONTIME	541623	REGULAR	Customer Pickup	264748-385189
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	33440018-7	CODE14 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	264749	2	0	03/02/2015	04/30/2015	05/07/2015	05/12/2015	05/07/2015	384169	05/04/2015	105	$32,792.55	$2,411.50	$30,381.05	60250934	05/04/2015	2015	2	05	19	SPA		customer p/u	05	3	ONTIME	541624	REGULAR	Customer Pickup	264749-384169
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	35201007-7	DOUBLE CHECK TEE	FG	FIR	01Y	PLNR09	264749	3	0	03/02/2015	04/27/2015	05/04/2015	05/07/2015	05/04/2015	383788	05/04/2015	5	$5,160.20	$434.67	$4,725.53	60250934	05/04/2015	2015	2	05	19	SPA		customer p/u	05	0	ONTIME	541625	REGULAR	Customer Pickup	264749-383788
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	33540224	GROUND LUG ASSY, CELL	SA	FIR	01X	PLNR03	264749	4	0	03/02/2015	05/08/2015	05/15/2015	05/20/2015	05/15/2015	384658	05/06/2015	55	$2,745.60	$152.25	$2,593.35	60250998	05/06/2015	2015	2	05	19	SPA		customer p/u	05	9	ONTIME	541626	REGULAR	Customer Pickup	264749-384658
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	18240912-1	GAUGE TEMP COORDINATED	SA	FIR	01G	PLNR02	264749	7	0	03/02/2015	05/07/2015	05/14/2015	05/19/2015	05/14/2015	385090	05/13/2015	5	$3,100.65	$1,337.48	$1,763.17	60251255	05/13/2015	2015	2	05	20	SPA		CUSTOMER P/U	05	1	ONTIME	541627	REGULAR	Customer Pickup	264749-385090
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	33440016-6	CODE18A RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	264749	8	0	03/02/2015	04/14/2015	04/21/2015	04/24/2015	04/21/2015	383293	04/14/2015	15	$1,441.50	$306.70	$1,134.80	60250104	04/14/2015	2015	2	04	16	SPA		customer p/u	04	7	ONTIME	541628	REGULAR	Customer Pickup	264749-383293
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101614	33440016-6	CODE18A RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	264749	8	0	03/02/2015	04/14/2015	04/21/2015	04/24/2015	04/21/2015	383571	04/21/2015	12	$1,153.20	$245.36	$907.84	60250327	04/21/2015	2015	2	04	17	SPA		CUSTOMER P/U	04	0	ONTIME	541628	REGULAR	Customer Pickup	264749-383571
MEGGITT SAFETY SYSTEMS, INC.- BLDG #3	5924	MEGGITT	INTERCO	CIVIL	52251	31440040	(VM) O-RING (S/A 13004)	P	FIR	01F	PLNR01	264750	1	0	03/03/2015	06/18/2015	08/19/2015	08/23/2015	06/18/2015	386709	08/19/2015	27	$40.50	$13.50	$27.00	60254653	08/19/2015	2015	3	08	34	SPA	HTL15-004	shipped 6/23/15 but was not confirmed in oracle	08	0	ONTIME	541681	REGULAR	Customer Pickup	264750-386709
CESSNA AIRCRAFT COMPANY_DU	1382	CESSNA	TRADE	CIVIL	LA01086A00	18215203	GA. 1.5" 1500 PSI	SA	FIR	01G	PLNR02	253690	10	26	03/03/2015	03/17/2015	03/24/2015	03/31/2015	03/24/2015	381895	03/24/2015	4	$982.60	$1,005.07	-$22.47	60249277	03/24/2015	2015	1	03	13	OEM	2013 DELIV	613757414355	03	0	ONTIME	541704	DETAIL	FEDEX Ground	253690-381895
THE BOEING COMPANY	11634		TRADE	MILITARY	997627	30402103	FIREX 86-2(13088)BWN	FG	FIR	01F	PLNR01	264754	1	0	03/03/2015	04/27/2015	04/30/2015	05/01/2015	05/01/2015	383926	04/29/2015	1	$2,295.00	$1,242.94	$1,052.06	60250659	04/29/2015	2015	2	04	18	OEM		632494305474	04	1	ONTIME	541706	REGULAR	FEDEX Std Overnight	264754-383926
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	0109241-01	STRAP GUIDE ASSY	BF	COM	05C	PLNR07	264756	2	0	03/03/2015	03/24/2015	03/31/2015	04/03/2015	03/31/2015	382160	03/26/2015	8	$320.56	$111.87	$208.69	60249332	03/26/2015	2015	1	03	13	SPA		sw 382485	03	5	ONTIME	541709	REGULAR	FEDEX Std Overnight	264756-382160
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	0109241-01	STRAP GUIDE ASSY	BF	COM	05C	PLNR07	264756	3	0	03/03/2015	04/24/2015	05/01/2015	05/06/2015	05/01/2015	383363	04/15/2015	8	$320.56	$111.87	$208.69	60250123	04/15/2015	2015	2	04	16	SPA		613757418041	04	16	ONTIME	541710	REGULAR	FEDEX Std Overnight	264756-383363
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	0107337-05	(F)SPRING CUP ASSY	P	COM	05C	PLNR07	264756	4	0	03/03/2015	04/29/2015	05/06/2015	05/11/2015	05/06/2015	381910	03/17/2015	30	$687.90	$240.02	$447.88	60248967	03/17/2015	2015	1	03	12	SPA		SW 381859	03	50	ONTIME	541711	REGULAR	FEDEX Std Overnight	264756-381910
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	0108297-3	REEL ASSY  (-3 IS A DIRECT REPLACEMENT FOR -11)	SA	COM	05C	PLNR07	264756	5	0	03/03/2015	03/19/2015	03/26/2015	03/31/2015	03/26/2015	382159	03/21/2015	12	$3,775.68	$1,462.47	$2,313.21	60249162	03/21/2015	2015	1	03	13	SPA		SW 381958	03	5	ONTIME	541712	REGULAR	FEDEX Std Overnight	264756-382159
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	1111430-51	ROTARY BUCKLE ASSY	SA	COM	05C	PLNR07	264756	7	0	03/03/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	382945	04/07/2015	6	$1,826.94	$469.77	$1,357.17	60249782	04/07/2015	2015	2	04	15	SPA		S/W 382830	04	2	ONTIME	541713	REGULAR	FEDEX Std Overnight	264756-382945
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101615	1101227-1	CLIP, SHOULDER HARNESS	P	COM	05C	PLNR07	264756	8	0	03/03/2015	04/03/2015	04/10/2015	04/15/2015	04/10/2015	382770	04/02/2015	25	$898.25	$83.10	$815.15	60249632	04/02/2015	2015	2	04	14	SPA		SW 382651	04	8	ONTIME	541714	REGULAR	FEDEX Std Overnight	264756-382770
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101615	35071561	PRESSURE SWITCH TEMP COMP	FG	FIR	01X	PLNR03	264757	1	0	03/03/2015	03/19/2015	03/30/2015	03/31/2015	03/26/2015	382490	03/30/2015	1	$1,519.34	$578.94	$940.40	60249538	03/30/2015	2015	2	04	14	SPA		SW 380926	04	0	ONTIME	541715	REGULAR	FEDEX Std Overnight	264757-382490
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101615	33440018-3	CODE12 RUPTUR DISC ASSY	FA	FIR	01X	PLNR03	264757	9	0	03/03/2015	03/25/2015	04/01/2015	04/06/2015	04/01/2015	382081	03/31/2015	55	$6,342.05	$1,189.90	$5,152.15	60249591	03/31/2015	2015	2	04	14	SPA		SW 382063	04	1	ONTIME	541716	REGULAR	FEDEX Std Overnight	264757-382081
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101615	33440016-1	CODE 2 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	264757	10	0	03/03/2015	03/19/2015	03/26/2015	03/31/2015	03/26/2015	382155	03/24/2015	50	$4,805.00	$1,022.35	$3,782.65	60249252	03/24/2015	2015	1	03	13	SPA		S/W 382011	03	2	ONTIME	541717	REGULAR	FEDEX Std Overnight	264757-382155
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101615	NAS1352C08H6	CAP SCREW, SOCKET HEAD, 8-32 X .38L	P	PRV	02P	PLNR04	264758	6	0	03/03/2015	03/31/2015	04/07/2015	04/10/2015	04/07/2015	382123	03/24/2015	300	$2,004.00	$699.78	$1,304.22	60249234	03/24/2015	2015	1	03	13	SPA		S/W 382011	03	14	ONTIME	541718	REGULAR	FEDEX Std Overnight	264758-382123
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101616	1101612-25	LAP BELT ASSY  (LH)	SPARES	COM	05C	PLNR07	264759	1	0	03/03/2015	05/07/2015	05/14/2015	05/19/2015	05/14/2015	383785	04/22/2015	5	$720.80	$300.86	$419.94	60250353	04/22/2015	2015	2	04	17	SPA		xxxx	04	22	ONTIME	541719	REGULAR	Customer Pickup	264759-383785
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101616	35240130-13	CODE20 FILL FTG ASSY	FA	FIR	01X	PLNR03	264760	2	0	03/03/2015	04/08/2015	04/15/2015	04/20/2015	04/15/2015	383198	04/14/2015	20	$4,036.00	$742.86	$3,293.14	60250103	04/14/2015	2015	2	04	16	SPA		customer p/u	04	1	ONTIME	541720	REGULAR	Customer Pickup	264760-383198
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101616	33700002	FIREX 224-2(7882) 737 ENG	FG	FIR	01F	PLNR01	264760	3	0	03/03/2015	04/10/2015	04/17/2015	04/22/2015	04/17/2015	382880	04/06/2015	1	$7,655.09	$1,733.87	$5,921.22	60249756	04/06/2015	2015	2	04	15	SPA		CUSTOMER PICKUP	04	11	ONTIME	541721	REGULAR	Customer Pickup	264760-382880
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101616	33440018-8	CODE25 RUPTUR DISC ASSY	FA	FIR	01X	PLNR03	264760	4	0	03/03/2015	04/06/2015	04/13/2015	04/16/2015	04/13/2015	382715	04/02/2015	4	$1,453.32	$90.23	$1,363.09	60249664	04/02/2015	2015	2	04	14	SPA		CUSTOMER PICKUP	04	11	ONTIME	541722	REGULAR	Customer Pickup	264760-382715
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	1106198-03	BRACKET	SPARES	COM	05C	PLNR07	264761	1	0	03/03/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	382761	04/02/2015	20	$3,832.40	$207.56	$3,624.84	60249629	04/02/2015	2015	2	04	14	SPA		CUSTOMER PICKUP	04	7	ONTIME	541723	REGULAR	Customer Pickup	264761-382761
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	1101020-9	ROTARY BUCKLE ASSY	FG	COM	05C	PLNR07	264761	2	0	03/03/2015	04/22/2015	04/29/2015	05/04/2015	04/29/2015	383532	04/16/2015	4	$3,052.16	$1,194.98	$1,857.18	60250170	04/16/2015	2015	2	04	16	SPA		CUSTOMER PICKUP	04	13	ONTIME	541724	REGULAR	Customer Pickup	264761-383532
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	0108900-41	RESTRAINT SYSTEM	FG	COM	05C	PLNR07	264761	3	0	03/03/2015	04/22/2015	04/29/2015	05/04/2015	04/29/2015	384000	04/24/2015	1	$2,321.05	$548.30	$1,772.75	60250455	04/24/2015	2015	2	04	17	SPA		customer p/u	04	5	ONTIME	541725	REGULAR	Customer Pickup	264761-384000
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	LL01-AL28AL30AA-001	LAP BELT ASSY, 90 DEG	FG	COM	05C	PLNR07	264761	6	0	03/03/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	382952	04/07/2015	7	$2,098.32	$943.55	$1,154.77	60249779	04/07/2015	2015	2	04	15	SPA		CUSTOMER PICKUP	04	2	ONTIME	541726	REGULAR	Customer Pickup	264761-382952
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	LL01-AL32AB32AA-001	90 DEG LIFT LEVER LAP BELT ASSY	FG	COM	05C	PLNR07	264761	7	0	03/03/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	382886	04/06/2015	2	$580.30	$286.30	$294.00	60249732	04/06/2015	2015	2	04	15	SPA		CUSTOMER PICKUP	04	3	ONTIME	541727	REGULAR	Customer Pickup	264761-382886
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	2100018-03-245	RESTRAINT SYSTEM	PH	COM	05C	PLNR07	264761	8	0	03/03/2015	08/06/2015	08/13/2015	08/18/2015	08/13/2015	385825	05/27/2015	10	$8,614.30	$3,207.58	$5,406.72	60251682	05/27/2015	2015	2	05	22	SPA		CUSTOMER P/U	05	78	ONTIME	541728	REGULAR	Customer Pickup	264761-385825
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	1117474-34	REEL & STRAP ASSY, FAWN BEIGE	FG	COM	05C	PLNR07	264761	9	0	03/03/2015	04/02/2015	04/14/2015	04/16/2015	04/17/2015	383286	04/14/2015	4	$2,281.00	$837.89	$1,443.11	60250072	04/14/2015	2015	2	04	16	SPA		customer p/u	04	0	ONTIME	541729	REGULAR	Customer Pickup	264761-383286
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P129090	1101612-27	LAP BELT, (RH)	SPARES	COM	05C	PLNR07	264761	10	0	03/03/2015	04/23/2015	04/30/2015	05/05/2015	04/30/2015	383534	04/16/2015	25	$3,604.00	$1,504.30	$2,099.70	60250170	04/16/2015	2015	2	04	16	SPA		CUSTOMER PICKUP	04	14	ONTIME	541730	REGULAR	Customer Pickup	264761-383534
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P129090	19915504	GA. 1.5" 1500 PSI	FG	FIR	01G	PLNR02	264762	4	0	03/03/2015	05/12/2015	05/19/2015	05/22/2015	05/19/2015	384422	05/01/2015	1	$1,683.74	$168.47	$1,515.27	60250823	05/01/2015	2015	2	04	18	SPA		CUSTOME P/U	04	18	ONTIME	541731	REGULAR	Customer Pickup	264762-384422
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P129090	35200008-2	DOUBLE CHECK TEE	FG	FIR	01Y	PLNR09	264762	5	0	03/03/2015	04/02/2015	04/09/2015	04/14/2015	04/09/2015	382499	03/27/2015	1	$233.19	$89.66	$143.53	60249449	03/27/2015	2015	1	03	13	SPA		CUSTOMER P/U	03	13	ONTIME	541732	REGULAR	Customer Pickup	264762-382499
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P129092	34600073-3	FIREX 630-1 (0239-1)	FG	FIR	01F	PLNR01	264763	1	0	03/03/2015	04/28/2015	05/05/2015	05/12/2015	03/11/2015	382883	04/06/2015	1	$6,103.67	$3,377.64	$2,726.03	60249752	04/06/2015	2015	2	04	15	SPA		CUSTOMER PICKUP	04	29	ONTIME	541733	REGULAR	Customer Pickup	264763-382883
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P129092	34600073-3	FIREX 630-1 (0239-1)	FG	FIR	01F	PLNR01	264763	2	0	03/03/2015	04/28/2015	05/05/2015	05/12/2015	03/11/2015	383335	04/16/2015	1	$6,103.67	$3,377.64	$2,726.03	60250196	04/16/2015	2015	2	04	16	SPA		CUSTOMER P/U	04	19	ONTIME	541734	REGULAR	Customer Pickup	264763-383335
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P129092	33700027-1	FIREX 224-1(0238-1)	FG	FIR	01F	PLNR01	264763	3	0	03/03/2015	04/28/2015	05/05/2015	05/12/2015	03/11/2015	382882	04/06/2015	1	$4,610.31	$1,824.40	$2,785.91	60249752	04/06/2015	2015	2	04	15	SPA		CUSTOMER PICKUP	04	29	ONTIME	541735	REGULAR	Customer Pickup	264763-382882
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101595	35240130-9	CODE16 FILL FTG ASSY	FA	FIR	01X	PLNR03	264764	1	0	03/03/2015	04/03/2015	04/10/2015	04/28/2015	04/24/2015	383041	04/10/2015	10	$2,018.00	$279.74	$1,738.26	60249934	04/10/2015	2015	2	04	15	SPA		CUSTOMER P/U	04	0	ONTIME	541736	REGULAR	Customer Pickup	264764-383041
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101595	33700002	FIREX 224-2(7882) 737 ENG	FG	FIR	01F	PLNR01	264764	2	0	03/03/2015	03/18/2015	03/26/2015	03/27/2015	03/25/2015	382488	03/26/2015	1	$7,655.09	$1,733.87	$5,921.22	60249365	03/26/2015	2015	1	03	13	SPA		CUSTOMER P/U ON 3/27	03	0	ONTIME	541737	REGULAR	Customer Pickup	264764-382488
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33016842	33440016-4	CODE 8 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	264765	1	0	03/04/2015	03/04/2015	03/11/2015	03/13/2015	03/06/2015	381376	03/11/2015	30	$3,012.60	$460.98	$2,551.62	60248810	03/11/2015	2015	1	03	11	SPA	CATALOG	SW 381126	03	0	ONTIME	541738	REGULAR	FEDEX Intl Priority	264765-381376
AIRBUS DEFENCE AND SPACE GMBH	1379	CASA	TRADE	CIVIL	E 8710586 ZS	31800004-6	FIREX 950 CU IN, DUAL OUT W TCPS	FG	FIR	01F	PLNR01	264766	1	0	03/04/2015	09/16/2015	09/16/2015	09/30/2015	09/16/2015	391283	09/16/2015	10	$36,673.20	$80,113.29	-$43,440.09	60255492	09/16/2015	2015	3	09	38	OEM	LTA	fedex	09	0	ONTIME	541739	REGULAR	FEDEX Intl Priority	264766-391283
SOJITZ AEROSPACE AMERICA CORPORATION	1452	SOJITZ	TRADE	CIVIL	NVM1960	19940913-2	GAUGE,0-4000 PSIG	FG	FIR	01G	PLNR02	264767	1	0	03/04/2015	06/16/2015	06/23/2015	06/30/2015	06/23/2015	386485	06/23/2015	2	$3,040.00	$611.18	$2,428.82	60252723	06/23/2015	2015	2	06	26	SPA	SS01-006	613757426668	06	0	ONTIME	541740	REGULAR	FEDEX Ground	264767-386485
HARBIN EMBRAER AIRCRAFT INDUSTRY CO. LTD.	8485	EMBRAER	TRADE	CIVIL	451228914	35201007-7	DOUBLE CHECK TEE	FG	FIR	01Y	PLNR09	264768	10	0	04/10/2015	04/21/2015	04/28/2015	05/05/2015	04/28/2015	383787	04/25/2015	1	$257.74	$86.93	$170.81	60250509	04/25/2015	2015	2	04	18	OEM		DVS c/o Griley	04	3	ONTIME	541745	REGULAR	DVS c/o Griley	264768-383787
