Customer,Cust#,CustGrp,TradeIco,CivMil,Po#,Item#,Description,ItemType,Pl,SubPl,PlannerCode,Order#,Line#,Schd#,Order Date,SchDate,ReqDate,PromDate,CommitDate,PickSlip#,ShipDate,ShipQty,ExtPrice,ExtCost,Margin,Trx#,Trxdate,TrxYr,TrxQtr,TrxMo,TrxWk,Mrkt,QuoteOrRma,WAYBILL_NUM,MegMo,days,ot,LINE_ID,LINE_TYPE_CODE,ShipVia,DocumentNumber
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100367,33440018-2,CODE 3 RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,266345,4,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387392,2015-07-02,25,3012.75,563.96,2448.79,60253136,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550608,REGULAR,FEDEX Intl Priority,266345-387392
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100367,33440016-6,CODE18A RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,266345,5,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387391,2015-07-02,18,1807.56,368.04,1439.52,60253136,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550609,REGULAR,FEDEX Intl Priority,266345-387391
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100367,35240130-3,CODE13 FILL FTG ASSY,FA,FIR,01X,PLNR03,266345,9,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387764,2015-07-02,25,5272,512.86,4759.14,60253136,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550610,REGULAR,FEDEX Intl Priority,266345-387764
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100367,35240130-13,CODE20 FILL FTG ASSY,FA,FIR,01X,PLNR03,266345,10,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387836,2015-07-02,4,843.52,148.57,694.95,60253136,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550611,REGULAR,FEDEX Intl Priority,266345-387836
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100367,33440016-8,CODE28 RUPTURE DISC ASSY,FA,FIR,01X,PLNR03,266345,11,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387763,2015-07-02,12,963.96,300.79,663.17,60253136,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550612,REGULAR,FEDEX Intl Priority,266345-387763
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1101215,"BAR, BELT TAKE-UP",BF,COM,05C,PLNR07,266346,1,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387918,2015-07-02,5,63.05,26,37.05,60253118,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550613,REGULAR,FEDEX Intl Priority,266346-387918
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1107653-01,CONTROL & CABLE ASSY,PH,COM,05C,PLNR07,266346,2,0,2015-06-12,2015-07-24,2015-08-07,2015-08-14,2015-08-07,388400,2015-07-10,1,512.01,139.13,372.88,60253313,2015-07-10,2015,3,7,28,SPA,CATALOG,SW 388077,7,28,ONTIME,550614,REGULAR,FEDEX Intl Priority,266346-388400
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1111475-03,"ROTARY BUCKLE, BLACK, LH, GUARDED",SA,COM,05C,PLNR07,266346,3,0,2015-06-12,2015-07-24,2015-08-07,2015-08-14,2015-08-07,388533,2015-07-13,2,368.56,66.17,302.39,60253382,2015-07-13,2015,3,7,29,SPA,CATALOG,FEDEX,7,25,ONTIME,550615,REGULAR,FEDEX Intl Priority,266346-388533
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1111518-01,"PAD, ROTARY BUCKLE",SPARES,COM,05C,PLNR07,266346,4,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387302,2015-07-02,10,489.7,201.98,287.72,60253118,2015-07-02,2015,3,7,27,SPA,CATALOG,SW 386591,7,15,ONTIME,550616,REGULAR,FEDEX Intl Priority,266346-387302
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1111549-01,LOAD PLATE,P,COM,05C,PLNR07,266346,5,0,2015-06-12,2015-07-24,2015-08-07,2015-08-14,2015-08-07,389154,2015-07-27,50,219,90.39,128.61,60253821,2015-07-27,2015,3,7,31,SPA,CATALOG,sw-266257/388666,7,11,ONTIME,550617,REGULAR,FEDEX Intl Priority,266346-389154
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1111568-01,"FAX KIT, ROTARY HANDLE, BUCKLE HOUSING, HANDLE BUSHING",P,COM,05C,PLNR07,266346,6,0,2015-06-12,2015-07-24,2015-08-07,2015-08-14,2015-08-07,389154,2015-07-27,20,144.2,59.48,84.72,60253821,2015-07-27,2015,3,7,31,SPA,CATALOG,sw-266257/388666,7,11,ONTIME,550618,REGULAR,FEDEX Intl Priority,266346-389154
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,1117556-200-278,LAP & SHOULDER STRAP ASSY-ROTARY,PH,COM,05C,PLNR07,266346,7,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387622,2015-06-25,4,1360.6,387.23,973.37,60252807,2015-06-25,2015,2,6,26,SPA,CATALOG,SW 386853,6,22,ONTIME,550619,REGULAR,FEDEX Intl Priority,266346-387622
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,2000013-200-001,REEL & STRAP ASSY,SPARES,COM,05C,PLNR07,266346,9,0,2015-06-12,2015-08-17,2015-08-31,2015-09-08,2015-08-31,389912,2015-08-05,1,899.6,371.03,528.57,60254226,2015-08-05,2015,3,8,32,SPA,CATALOG,SW 389140,8,26,ONTIME,550620,REGULAR,FEDEX Intl Priority,266346-389912
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,2000220-09,SINGLE REEL ASSY,SPARES,COM,05C,PLNR07,266346,10,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,388073,2015-07-08,1,507.99,154.59,353.4,60253219,2015-07-08,2015,3,7,28,SPA,CATALOG,SW 387412,7,9,ONTIME,550621,REGULAR,FEDEX Intl Priority,266346-388073
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,2000270-27,CONTROL CABLE ASSY,SA,COM,05C,PLNR07,266346,11,0,2015-06-12,2015-08-17,2015-08-31,2015-09-08,2015-08-31,389911,2015-08-06,1,250.92,87.08,163.84,60254274,2015-08-06,2015,3,8,32,SPA,CATALOG,SW 389861,8,25,ONTIME,550622,REGULAR,FEDEX Intl Priority,266346-389911
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,2100200-01,"RETRACTOR, EMER. LOCKING",P,COM,05C,PLNR07,266346,12,0,2015-06-12,2015-07-24,2015-08-07,2015-08-14,2015-08-07,389154,2015-07-27,5,1687.95,218.97,1468.98,60253821,2015-07-27,2015,3,7,31,SPA,CATALOG,sw-266257/388666,7,11,ONTIME,550623,REGULAR,FEDEX Intl Priority,266346-389154
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108931,2100240-01-104,REEL & SHOULDER STRAP ASSY,PH,COM,05C,PLNR07,266346,13,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,388074,2015-07-08,2,284.52,156.25,128.27,60253219,2015-07-08,2015,3,7,28,SPA,CATALOG,SW 387412,7,9,ONTIME,550624,REGULAR,FEDEX Intl Priority,266346-388074
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,2-100831-1,SHUNT PLUG,P,FIR,01F,PLNR01,266347,8,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,388591,2015-07-13,20,3039,447.86,2591.14,60253399,2015-07-13,2015,3,7,29,SPA,CATALOG,S/W 388533,7,4,ONTIME,550625,REGULAR,FEDEX Intl Priority,266347-388591
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,31576523,CAUTION PLATE,P,FIR,01F,PLNR01,266347,14,0,2015-06-12,2015-06-04,2015-06-18,2015-06-25,2015-06-18,386994,2015-06-16,5,589.65,10.85,578.8,60252505,2015-06-16,2015,2,6,25,SPA,CATALOG,SW 386398,6,2,ONTIME,550626,REGULAR,FEDEX Intl Priority,266347-386994
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,51900085-35,NAMEPLATE,PH,FIR,01F,PLNR01,266347,16,0,2015-06-12,2015-06-24,2015-07-09,2015-07-16,2015-07-09,387745,2015-06-30,1,13.03,5.37,7.66,60252996,2015-06-30,2015,2,6,27,SPA,CATALOG,sw 266027/387762,6,9,ONTIME,550628,REGULAR,FEDEX Intl Priority,266347-387745
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,51950023-8,"DECAL, WEIGHT",P,FIR,01F,PLNR01,266347,17,0,2015-06-12,2015-07-02,2015-07-17,2015-07-24,2015-07-17,387719,2015-06-29,10,15.8,6.53,9.27,60252899,2015-06-29,2015,2,6,27,SPA,CATALOG,S/W 387616,6,18,ONTIME,550629,REGULAR,FEDEX Intl Priority,266347-387719
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,52500001-1,CODE27 VALVE ASSY W/RPTR DISC,SA,FIR,01X,PLNR03,266347,18,0,2015-06-12,2015-06-24,2015-07-09,2015-07-16,2015-07-09,387385,2015-06-30,1,109.12,45,64.12,60252996,2015-06-30,2015,2,6,27,SPA,CATALOG,sw 266027/387762,6,9,ONTIME,550630,REGULAR,FEDEX Intl Priority,266347-387385
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108931,AS3582-029,O-RING,P,PRV,02P,PLNR04,266348,19,0,2015-06-12,2015-06-11,2015-06-29,2015-07-03,2015-06-25,387616,2015-06-29,6,66.96,2.08,64.88,60252886,2015-06-29,2015,2,6,27,SPA,CATALOG,FEDEX,6,0,ONTIME,550631,REGULAR,FEDEX Intl Priority,266348-387616
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108934,34500057-4,"FIREX, 800, 1 OUT, (0653-1)",FG,FIR,01F,PLNR01,266350,1,0,2015-06-12,2015-08-11,2015-08-28,2015-09-01,2015-08-25,391069,2015-08-28,1,5576.76,5162,414.76,60255025,2015-08-28,2015,3,8,35,SPA,CATALOG,FEDEX,8,0,ONTIME,550633,REGULAR,FEDEX Intl Priority,266350-391069
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108935,34600028-1,FIREX 630-2(55-1),FG,FIR,01F,PLNR01,266351,1,0,2015-06-12,2015-07-02,2015-07-07,2015-09-03,2015-08-27,388054,2015-07-07,4,9116.44,7614.33,1502.11,60253180,2015-07-07,2015,3,7,28,SPA,CATALOG,FEDEX,7,0,ONTIME,550634,REGULAR,FEDEX Intl Priority,266351-388054
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108936,34600028-1,FIREX 630-2(55-1),FG,FIR,01F,PLNR01,266352,1,0,2015-06-12,2015-08-14,2015-08-28,2015-09-04,2015-08-28,390693,2015-08-28,1,2279.11,1903.58,375.53,60255024,2015-08-28,2015,3,8,35,SPA,CATALOG,FEDEX,8,0,ONTIME,550635,REGULAR,FEDEX Intl Priority,266352-390693
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108937,34800027-1,FIREX 1400 CU IN SING OUT/TCPS,FG,FIR,01F,PLNR01,266353,1,0,2015-06-12,2015-09-04,2015-09-25,2015-09-30,2015-07-14,391906,2015-09-25,1,9573,4313.61,5259.39,60256021,2015-09-25,2015,3,9,39,SPA,CATALOG,FEDEX,9,0,ONTIME,550636,REGULAR,FEDEX Intl Priority,266353-391906
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108938,34800028-1,"FIREX, 2170, SING OUT, (0523-1)",FG,FIR,01F,PLNR01,266354,1,0,2015-06-12,2015-08-14,2015-08-28,2015-09-04,2015-08-28,391071,2015-08-28,1,7760.61,6436.98,1323.63,60255023,2015-08-28,2015,3,8,35,SPA,CATALOG,FEDEX,8,0,ONTIME,550637,REGULAR,FEDEX Intl Priority,266354-391071
EMBRAER S.A.,1407,EMBRAER,TRADE,CIVIL,901637894,33600081-3,FIREX 224-2 (0380-1),FG,FIR,01F,PLNR01,266342,30,0,2015-06-12,2015-07-20,2015-07-31,2015-08-03,2015-07-27,388822,2015-07-28,12,28568.04,30682.04,-2114,60253910,2015-07-28,2015,3,7,31,OEM,LTA,FEDEX,7,3,ONTIME,550638,REGULAR,Panalpina,266342-388822
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101782,1101544-05,"BODY, MACHINED",P,COM,05C,PLNR07,266355,7,0,2015-06-12,2015-08-04,2015-08-11,2015-08-14,2015-08-11,389610,2015-08-03,5,74.35,25.95,48.4,60254144,2015-08-03,2015,3,8,32,SPA,,SW 388094,8,8,ONTIME,550639,REGULAR,FEDEX Std Overnight,266355-389610
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,52001514-1,FITTING/RUPTURE DISC ASSY,FA,FIR,02P,PLNR04,266356,1,0,2015-06-12,2015-09-04,2015-09-14,2015-09-17,2015-09-14,387901,2015-07-01,3,477.12,191.61,285.51,60253095,2015-07-01,2015,3,7,27,SPA,,SW 385923,7,75,ONTIME,550640,REGULAR,FEDEX Std Overnight,266356-387901
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,52001514-1,FITTING/RUPTURE DISC ASSY,FA,FIR,02P,PLNR04,266356,2,0,2015-06-12,2015-10-05,2015-10-12,2015-10-15,2015-10-12,389629,2015-07-29,3,477.12,191.61,285.51,60253939,2015-07-29,2015,3,7,31,SPA,,S/W 389239,7,75,ONTIME,550641,REGULAR,FEDEX Std Overnight,266356-389629
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,35240459-1,DISCHARGE OUTLET,SA,FIR,01X,PLNR03,266356,4,0,2015-06-12,2015-07-14,2015-09-01,2015-09-04,2015-09-01,389027,2015-07-22,1,1634.91,119.26,1515.65,60253707,2015-07-22,2015,3,7,30,SPA,,613757000000,7,41,ONTIME,550643,REGULAR,FEDEX Std Overnight,266356-389027
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,51420003-1,"GROUND LUG ASSY, CELL",SA,FIR,01X,PLNR03,266356,5,0,2015-06-12,2015-07-21,2015-07-28,2015-07-31,2015-07-28,388753,2015-07-14,20,1043.8,186.32,857.48,60253426,2015-07-14,2015,3,7,29,SPA,,SW 388550,7,14,ONTIME,550644,REGULAR,FEDEX Std Overnight,266356-388753
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,53100578-1,SHIM,W,FIR,01F,PLNR01,266356,6,0,2015-06-12,2015-07-21,2015-07-28,2015-07-31,2015-07-28,389506,2015-07-28,150,3588,100.44,3487.56,60253896,2015-07-28,2015,3,7,31,SPA,,S/W 389485,7,0,ONTIME,550645,REGULAR,FEDEX Std Overnight,266356-389506
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,35240130-9,CODE16 FILL FTG ASSY,FA,FIR,01X,PLNR03,266356,8,0,2015-06-12,2015-08-04,2015-08-11,2015-08-14,2015-08-11,389747,2015-08-03,10,2018,279.74,1738.26,60254161,2015-08-03,2015,3,8,32,SPA,,SW 388094,8,8,ONTIME,550646,REGULAR,FEDEX Std Overnight,266356-389747
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,K101782,35240429-3,DISCHARGE OUTLET ASSY,SA,FIR,01X,PLNR03,266356,9,0,2015-06-12,2015-08-04,2015-08-11,2015-08-14,2015-08-11,389389,2015-08-04,3,573.51,236.54,336.97,60254211,2015-08-04,2015,3,8,32,SPA,,SW 389203,8,7,ONTIME,550647,REGULAR,FEDEX Std Overnight,266356-389389
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204979295,18301905-1,"GAUGE, 0-100 PSI",SA,FIR,01G,PLNR02,266357,1,0,2015-06-12,2015-06-25,2015-07-02,2015-07-09,2015-07-02,387136,2015-06-29,30,8160,6414.81,1745.19,60252933,2015-06-29,2015,2,6,27,OEM,,FEDEX,6,3,ONTIME,550648,REGULAR,FEDEX Intl Economy,266357-387136
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204900539,34800028-1,"FIREX, 2170, SING OUT, (0523-1)",FG,FIR,01F,,266358,1,0,2015-08-07,2015-08-31,2015-09-07,2015-06-04,2015-06-30,390891,2015-09-02,1,0,0,0,60255170,2015-09-02,2015,3,9,36,RPR,RPR 109039,FEDEX,9,5,ONTIME,550649,REGULAR,FEDEX Intl Priority,266358-390891
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204900539,34800028-2,"FIREX, 2170, SING OUT, (0523-1)",FG,FIR,01F,,266359,1,0,2015-08-07,2015-08-31,2015-09-07,2015-06-04,2015-06-30,390638,2015-08-21,1,0,0,0,60254749,2015-08-21,2015,3,8,34,RPR,RPR 109040,632494000000,8,17,ONTIME,550655,REGULAR,FEDEX Intl Priority,266359-390638
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204746820,34500057-4,"FIREX, 800, 1 OUT, (0653-1)",FG,FIR,01F,,266360,1,0,2015-06-19,2015-06-23,2015-06-30,2015-06-04,2015-06-30,387935,2015-06-30,1,0,0,0,60253009,2015-06-30,2015,2,6,27,RPR,RPR 109041,FDEX,6,0,ONTIME,550656,REGULAR,FEDEX Intl Priority,266360-387935
AIRBUS OPERATIONS GMBH,1445,AIRBUS,TRADE,CIVIL,8204900539,36500052-1,FLOW METERING EQUIPMENT,FG,PRV,02P,,266361,1,0,2015-07-07,2015-07-13,2015-07-27,2015-06-04,2015-06-30,389312,2015-07-27,2,0,0,0,60253826,2015-07-27,2015,3,7,31,RPR,RPR109042,FEDEX,7,0,ONTIME,550657,REGULAR,FEDEX Intl Priority,266361-389312
DFAS-COLUMBUS CENTER_DU,1492,DFAS,TRADE,MILITARY,SPE4A6-14-D-0125-0004,18250903-1,"GA. 1.5"" 5000 PSI",SA,FIR,01G,PLNR02,266362,1,0,2015-06-15,2015-08-10,2015-08-22,2015-08-24,2015-08-17,390528,2015-08-22,31,17112,6406.7,10705.3,60254768,2015-08-22,2015,3,8,35,SPA,,613757000000,8,0,ONTIME,550658,REGULAR,FEDEX P-1,266362-390528
CESSNA AIRCRAFT COMPANY_DU,1382,CESSNA,TRADE,CIVIL,LA01086A00,40005369-2,65 CU IN PNEUMATIC EMERGENCY BOTTLE,FG,PRV,02P,PLNR04,253666,140,47,2015-06-15,2015-07-28,2015-08-04,2015-08-11,2015-08-04,388871,2015-07-31,1,1427.62,1453.76,-26.14,60254132,2015-07-31,2015,3,7,31,OEM,CONTRACT,632494000000,7,4,ONTIME,550659,DETAIL,FEDEX Ground,253666-388871
CESSNA AIRCRAFT COMPANY_DU,1382,CESSNA,TRADE,CIVIL,LA01086A00,30100033-3,FIREX 60-1(7874),FG,FIR,01F,PLNR01,253690,90,16,2015-06-15,2015-07-13,2015-07-17,2015-07-24,2015-07-17,388627,2015-07-17,2,2074.3,2487.57,-413.27,60253578,2015-07-17,2015,3,7,29,OEM,2013 DELIV,FEDEX,7,0,ONTIME,550660,DETAIL,FEDEX Express3,253690-388627
CESSNA AIRCRAFT COMPANY_DU,1382,CESSNA,TRADE,CIVIL,LA01086A00,18215203,"GA. 1.5"" 1500 PSI",SA,FIR,01G,PLNR02,253690,10,30,2015-06-15,2015-07-13,2015-07-20,2015-07-24,2015-07-20,388593,2015-07-20,4,982.6,1005.07,-22.47,60253641,2015-07-20,2015,3,7,30,OEM,2013 DELIV,613757000000,7,0,ONTIME,550661,DETAIL,FEDEX Ground,253690-388593
CESSNA AIRCRAFT COMPANY_DU,1382,CESSNA,TRADE,CIVIL,LA01086A00,19940929-1,"GAUGE, PRESSURE, 0-4000 PSIG.",FG,FIR,01G,PLNR02,253690,20,51,2015-06-15,2015-07-14,2015-07-21,2015-07-28,2015-07-21,388307,2015-07-21,2,534.96,643.9,-108.94,60253669,2015-07-21,2015,3,7,30,OEM,2013 DELIV,613757000000,7,0,ONTIME,550662,DETAIL,FEDEX Ground,253690-388307
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,K100370,1111572-71-001,LAP BELT ASSY,SPARES,COM,05C,PLNR07,266364,5,0,2015-06-15,2015-08-14,2015-08-28,2015-09-07,2015-08-28,390343,2015-08-18,5,4317.35,644.2,3673.15,60254603,2015-08-18,2015,3,8,34,SPA,CATALOG,SW 389764,8,10,ONTIME,550759,REGULAR,FEDEX Intl Priority,266364-390343
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100370,52400001-1,CODE41 FILL FTG ASSY,SA,FIR,01X,PLNR03,266365,1,0,2015-06-15,2015-07-06,2015-07-20,2015-07-27,2015-07-20,388417,2015-07-17,11,2485.34,546.95,1938.39,60253568,2015-07-17,2015,3,7,29,SPA,CATALOG,SW 388327,7,3,ONTIME,550760,REGULAR,FEDEX Intl Priority,266365-388417
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100370,53100578-3,SHIM,W,FIR,01F,PLNR01,266365,2,0,2015-06-15,2015-07-06,2015-07-20,2015-07-27,2015-07-20,388648,2015-07-17,100,2500,50.72,2449.28,60253568,2015-07-17,2015,3,7,29,SPA,CATALOG,SW 388327,7,3,ONTIME,550761,REGULAR,FEDEX Intl Priority,266365-388648
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100370,35240130-17,CODE25 FILL FTG ASSY,FA,FIR,01X,PLNR03,266365,3,0,2015-06-15,2015-07-06,2015-07-20,2015-07-27,2015-07-20,388545,2015-07-16,20,4217.6,595.05,3622.55,60253498,2015-07-16,2015,3,7,29,SPA,CATALOG,SW 388109,7,4,ONTIME,550762,REGULAR,FEDEX Intl Priority,266365-388545
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,K100370,35240130-21,CODE31 FILL FTG ASSY,FA,FIR,01X,PLNR03,266365,4,0,2015-06-15,2015-07-06,2015-07-20,2015-07-27,2015-07-20,388421,2015-07-10,8,1687.04,238.02,1449.02,60253355,2015-07-10,2015,3,7,28,SPA,CATALOG,SW 388077,7,10,ONTIME,550763,REGULAR,FEDEX Intl Priority,266365-388421
PAC SCI ATG-YL,1310,PAC SCI,INTERCO,CIVIL,P108941,1106198-03,BRACKET,SPARES,COM,05C,PLNR07,266366,1,0,2015-06-15,2015-07-27,2015-08-10,2015-08-17,2015-08-10,389515,2015-07-29,2,406.24,20.76,385.48,60253921,2015-07-29,2015,3,7,31,SPA,CATALOG,SW 388760,7,12,ONTIME,550764,REGULAR,FEDEX Intl Priority,266366-389515
PAC SCI ATG-DU,1458,PAC SCI,INTERCO,CIVIL,P108942,33600005-3,FIREX 224-1(7480-1),FG,FIR,01F,PLNR01,266367,1,0,2015-06-15,2015-08-18,2015-09-02,2015-09-09,2015-09-01,391066,2015-08-28,4,8643.36,4229.21,4414.15,60255022,2015-08-28,2015,3,8,35,SPA,CATALOG,fedex,8,5,ONTIME,550765,REGULAR,FEDEX Intl Priority,266367-391066
PAC SCI HTL-MIAMI,1816,PAC SCI,INTERCO,CIVIL,L000109746,42000821-1,EMERGENGY LANDING GEAR SELECTOR VALVE,FG,PRV,02P,,266368,1,0,2015-06-15,2015-06-19,2015-07-09,2015-07-10,2015-06-19,388452,2015-07-09,1,0,0,0,60253281,2015-07-09,2015,3,7,28,RPR,RPR108996,sw 388452,7,0,ONTIME,550766,REGULAR,FEDEX Std Overnight,266368-388452
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,1117495-03,"ADJUSTER ASSY, INLINE SLIDEBAR",SPARES,COM,05C,PLNR07,266369,1,0,2015-06-15,2015-07-29,2015-08-05,2015-08-10,2015-08-05,388679,2015-08-03,10,301.8,124.47,177.33,60254143,2015-08-03,2015,3,8,32,SPA,,SW 388094,8,2,ONTIME,550767,REGULAR,FEDEX Std Overnight,266369-388679
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,1117495-03,"ADJUSTER ASSY, INLINE SLIDEBAR",SPARES,COM,05C,PLNR07,266369,2,0,2015-06-15,2015-09-23,2015-09-30,2015-10-05,2015-09-30,391298,2015-09-03,10,301.8,124.47,177.33,60255195,2015-09-03,2015,3,9,36,SPA,,SW 391360,9,27,ONTIME,550768,REGULAR,FEDEX Std Overnight,266369-391298
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,BH3BWA,TYPE XXIV BEIGE,P,COM,05C,PLNR07,266369,3,0,2015-06-15,2015-07-22,2015-07-29,2015-08-03,2015-07-29,389131,2015-07-21,80,80,264.98,-184.98,60253650,2015-07-21,2015,3,7,30,SPA,,SW 389048,7,8,ONTIME,550769,REGULAR,FEDEX Std Overnight,266369-389131
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,0108400-05,REEL ASSY-MANUAL LOCK,SA,COM,05C,PLNR07,266369,4,0,2015-06-15,2015-08-12,2015-08-19,2015-08-24,2015-08-19,390299,2015-08-12,3,1466.43,595.69,870.74,60254442,2015-08-12,2015,3,8,33,SPA,,SW 390280,8,7,ONTIME,550770,REGULAR,FEDEX Std Overnight,266369-390299
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,0108301-1,"IDLER, MAN. LOCK",P,COM,05C,PLNR07,266369,5,0,2015-06-15,2015-07-22,2015-07-29,2015-08-03,2015-07-29,389133,2015-07-21,5,137.45,18.54,118.91,60253650,2015-07-21,2015,3,7,30,SPA,,SW 389048,7,8,ONTIME,550771,REGULAR,FEDEX Std Overnight,266369-389133
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,0108327-07,SPACER STRAP SUPPORT,P,COM,05C,PLNR07,266369,6,0,2015-06-15,2015-07-22,2015-07-29,2015-08-03,2015-07-29,389133,2015-07-21,5,63.65,26.24,37.41,60253650,2015-07-21,2015,3,7,30,SPA,,SW 389048,7,8,ONTIME,550772,REGULAR,FEDEX Std Overnight,266369-389133
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,1107650-01,FRAME,BF,COM,05C,PLNR07,266369,7,0,2015-06-15,2015-07-22,2015-07-29,2015-08-03,2015-07-29,389133,2015-07-21,15,734.85,290.37,444.48,60253650,2015-07-21,2015,3,7,30,SPA,,SW 389048,7,8,ONTIME,550773,REGULAR,FEDEX Std Overnight,266369-389133
PAC SCI YL-MIAMI,2382,PAC SCI,INTERCO,CIVIL,K101783,0108268-09,REEL ASSY,FA,COM,05C,PLNR07,266369,11,0,2015-06-15,2015-07-22,2015-07-29,2015-08-03,2015-07-29,389171,2015-07-21,1,260.93,107.62,153.31,60253650,2015-07-21,2015,3,7,30,SPA,,SW 389048,7,8,ONTIME,550774,REGULAR,FEDEX Std Overnight,266369-389171
